,ts_code,name,limit_amount,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,industry,profits,sum
172,000813.SZ,德展健康,2,20160726,13.99,15.02,13.81,15.02,13.65,1.37,10.04,104676,152463.4205,化学制药,-8.01,-39.360000000000014
173,600097.SH,开创国际,2,20160728,19.38,19.92,18.69,19.92,18.11,1.81,9.99,424230,823761.882,渔业,-6.81,-46.170000000000016
174,600919.SH,江苏银行,4,20160804,10.92,10.92,10.92,10.92,9.93,0.99,9.97,54760,59798.706,银行,,
175,600919.SH,江苏银行,5,20160805,12.01,12.01,11.2,12.01,10.92,1.09,9.98,5469613,6432869.097999999,银行,1.31,-44.860000000000014
176,000918.SZ,嘉凯城,3,20160808,8.92,9.7,8.83,9.7,8.82,0.88,9.98,1515067,1442632.1739,全国地产,-4.07,-48.930000000000014
177,000638.SZ,万方发展,3,20160817,23.56,24.64,22.5,24.64,22.4,2.24,10.0,621201,1481362.9096,软件服务,-8.95,-57.88000000000001
178,000019.SZ,深粮控股,3,20160818,17.27,18.87,17.11,18.87,17.15,1.72,10.03,884742,1589644.3741,其他商业,-14.27,-72.15
179,002611.SZ,东方精工,4,20160822,14.42,14.42,14.42,14.42,13.11,1.31,9.99,7803,11252.0846,轻工机械,,
180,002611.SZ,东方精工,5,20160823,15.8,15.86,14.42,15.86,14.42,1.44,9.99,640567,976034.0834,轻工机械,-5.76,-77.91000000000001
181,603778.SH,乾景园林,2,20160824,28.31,30.6,28.09,30.6,27.82,2.78,9.99,220932,664449.94,建筑工程,-4.44,-82.35000000000001
182,600353.SH,旭光电子,3,20160826,12.55,14.01,12.23,14.01,12.74,1.27,9.97,636623,842083.194,元器件,-8.66,-91.01
183,002319.SZ,*ST乐通,2,20160902,19.01,19.01,19.01,19.01,17.28,1.73,10.01,5644,10729.7383,染料涂料,,
184,002319.SZ,*ST乐通,3,20160905,20.91,20.91,20.91,20.91,19.01,1.9,9.99,6532,13660.1475,染料涂料,-5.44,-96.45
185,000935.SZ,四川双马,3,20160912,16.7,18.11,16.58,18.11,16.46,1.65,10.02,211663,372501.6202,水泥,,
186,000935.SZ,四川双马,4,20160913,19.89,19.92,19.89,19.92,18.11,1.81,9.99,68010,135348.4664,水泥,,
187,000678.SZ,襄阳轴承,2,20160914,10.2,10.2,10.2,10.2,9.27,0.93,10.03,72830,74287.0998,机械基件,0.65,-95.8
188,002755.SZ,奥赛康,2,20160921,59.38,65.16,56.0,65.16,59.24,5.92,9.99,87988,546354.828,化学制药,-0.72,-96.52
189,000935.SZ,四川双马,5,20160922,21.91,21.91,21.05,21.91,19.92,1.99,9.99,91080,198593.5182,水泥,,
190,002614.SZ,奥佳华,2,20160927,15.48,16.8,14.9,16.8,15.27,1.53,10.02,664437,1044344.6247,医疗保健,-6.38,-102.89999999999999
191,000912.SZ,泸天化,2,20160929,8.65,9.21,8.6,9.21,8.37,0.84,10.04,213009,189950.3191,农药化肥,,
192,000912.SZ,泸天化,3,20160930,10.13,10.13,10.13,10.13,9.21,0.92,9.99,165515,167667.1509,农药化肥,24.95,-77.94999999999999
193,000757.SZ,浩物股份,2,20161010,10.09,10.59,9.83,10.59,9.63,0.96,9.97,761977,773588.0607,汽车配件,8.63,-69.32
194,000757.SZ,浩物股份,3,20161011,11.19,11.65,11.18,11.65,10.59,1.06,10.01,287679,327088.6513,汽车配件,2.66,-66.66
195,603999.SH,读者传媒,3,20161012,39.46,43.76,38.91,43.76,39.78,3.98,10.01,229790,967684.31,出版业,0.66,-66.0
196,600657.SH,信达地产,2,20161014,6.43,6.84,6.4,6.84,6.22,0.62,9.97,1399078,940909.0179999999,全国地产,1.63,-64.37
197,600657.SH,信达地产,3,20161017,7.16,7.52,7.16,7.52,6.84,0.68,9.94,1528487,1142153.887,全国地产,0.56,-63.81
198,603918.SH,金桥信息,3,20161020,33.2,36.43,32.84,36.43,33.12,3.31,9.99,192309,672929.922,软件服务,4.96,-58.85
199,000912.SZ,泸天化,4,20161024,10.3,11.14,10.23,11.14,10.13,1.01,9.97,442289,482224.3661,农药化肥,9.19,-49.660000000000004
200,000912.SZ,泸天化,5,20161025,11.76,12.25,11.55,12.25,11.14,1.11,9.96,310123,372963.23,农药化肥,,
201,603777.SH,来伊份,5,20161028,52.75,52.75,51.88,52.75,47.95,4.8,10.01,68159,358756.49600000004,食品,12.79,-36.870000000000005
202,603777.SH,来伊份,6,20161031,53.0,58.03,50.03,58.03,52.75,5.28,10.01,312771,1687435.174,食品,19.35,-17.520000000000003
203,000935.SZ,四川双马,4,20161101,34.33,35.24,33.0,35.24,32.04,3.2,9.99,220065,765025.8570000001,水泥,-0.7,-18.220000000000002
204,000935.SZ,四川双马,5,20161102,37.0,38.76,36.2,38.75,35.24,3.51,9.96,685192,2609195.305,水泥,-13.64,-31.860000000000003
205,000912.SZ,泸天化,3,20161104,15.5,16.35,14.11,16.35,14.86,1.49,10.03,1545681,2387793.8219999997,农药化肥,-5.12,-36.980000000000004
206,000923.SZ,河钢资源,3,20161107,25.61,27.38,25.0,27.38,24.89,2.49,10.0,330736,886190.354,普钢,,
207,002732.SZ,燕塘乳业,5,20161108,46.0,48.63,46.0,48.63,44.21,4.42,10.0,279062,1321309.202,乳制品,7.5,-29.480000000000004
208,000510.SZ,新金路,3,20161110,14.38,14.38,14.38,14.38,13.07,1.31,10.02,35288,50744.273,化工原料,,
209,000595.SZ,*ST宝实,4,20161115,16.95,18.92,16.66,18.92,17.2,1.72,10.0,463482,848016.0090000001,机械基件,-8.3,-37.78
210,300103.SZ,达刚控股,4,20161116,28.64,28.64,28.64,28.64,26.04,2.6,9.98,23681,67823.357,工程机械,-1.62,-39.4
211,600679.SH,上海凤凰,3,20161122,30.03,31.32,29.56,31.32,28.47,2.85,10.01,156807,479852.774,文教休闲,-12.51,-51.91
212,600608.SH,ST沪科,2,20161128,16.6,16.95,16.22,16.95,15.41,1.54,9.99,536764,902565.661,钢加工,1.87,-50.04
213,002512.SZ,达华智能,2,20161129,22.94,22.94,21.01,22.94,20.85,2.09,10.02,884373,2002322.149,元器件,-19.63,-69.67
214,000672.SZ,上峰水泥,3,20161205,9.28,9.87,9.28,9.87,8.97,0.9,10.03,939115,907904.293,水泥,23.29,-46.38
215,601116.SH,三江购物,2,20161206,27.0,30.57,26.47,30.57,27.79,2.78,10.0,458077,1342173.273,超市连锁,15.37,-31.010000000000005
216,601116.SH,三江购物,3,20161207,30.57,33.63,30.05,33.63,30.57,3.06,10.01,205952,660997.389,超市连锁,,
217,601116.SH,三江购物,4,20161208,36.99,36.99,35.65,36.99,33.63,3.36,9.99,343021,1263091.459,超市连锁,13.98,-17.030000000000005
218,601116.SH,三江购物,5,20161209,36.8,40.69,36.26,40.69,36.99,3.7,10.0,326905,1289899.259,超市连锁,-9.19,-26.220000000000006
219,600679.SH,上海凤凰,3,20161212,32.0,33.8,31.5,33.8,30.73,3.07,9.99,216577,722725.98,文教休闲,26.96,0.7399999999999949
220,600722.SH,金牛化工,3,20161214,12.08,12.08,11.8,12.08,10.98,1.1,10.02,311382,375702.28,化工原料,-18.33,-17.590000000000003
221,600722.SH,金牛化工,4,20161215,13.1,13.29,12.56,13.29,12.08,1.21,10.02,1167686,1529712.7030000002,化工原料,-10.35,-27.940000000000005
222,002561.SZ,徐家汇,4,20161219,20.0,20.66,19.8,20.66,18.78,1.88,10.01,853878,1736027.604,百货,-11.7,-39.64
223,002040.SZ,南京港,4,20161221,20.31,21.95,19.49,21.95,19.95,2.0,10.03,348869,728816.59,港口,-8.97,-48.61
224,600818.SH,中路股份,2,20161222,34.0,36.04,33.9,36.04,32.76,3.28,10.01,157224,557673.088,文教休闲,,
225,600099.SH,林海股份,2,20161226,16.0,17.83,15.84,17.83,16.21,1.62,9.99,347644,592677.865,摩托车,9.19,-39.42
226,600099.SH,林海股份,3,20161227,18.32,19.61,17.6,19.61,17.83,1.78,9.98,294126,553196.029,摩托车,-6.1,-45.52
227,002300.SZ,太阳电缆,3,20170106,12.9,13.65,12.52,13.65,12.41,1.24,9.99,555294,739527.536,电气设备,-2.24,-47.760000000000005
228,002388.SZ,新亚制程,2,20170113,11.98,12.8,11.8,12.8,11.64,1.16,9.97,616756,774477.974,元器件,-7.83,-55.59
229,603689.SH,皖天然气,3,20170118,19.41,20.08,18.58,20.08,18.25,1.83,10.03,392890,767174.559,供气供热,-3.51,-59.1
230,300311.SZ,任子行,3,20170119,15.58,17.44,15.4,17.44,15.85,1.59,10.03,394872,646244.083,软件服务,8.15,-50.95
231,300311.SZ,任子行,4,20170120,18.15,19.18,17.67,19.18,17.44,1.74,9.98,288511,534926.466,软件服务,-5.71,-56.660000000000004
232,000885.SZ,城发环境,5,20170124,25.49,28.93,25.36,28.93,26.3,2.63,10.0,466076,1311975.272,公路,14.95,-41.71000000000001
233,002725.SZ,跃岭股份,3,20170126,25.6,28.24,24.01,28.24,25.67,2.57,10.01,263482,707389.317,汽车配件,-6.11,-47.82000000000001
234,000885.SZ,城发环境,6,20170206,27.2,31.82,26.04,31.82,28.93,2.89,9.99,475640,1294182.044,公路,2.67,-45.150000000000006
235,603663.SH,三祥新材,3,20170208,36.5,38.82,35.53,38.82,35.29,3.53,10.0,101419,382219.224,矿物制品,-6.7,-51.85000000000001
236,002824.SZ,和胜股份,5,20170213,52.35,52.35,46.1,52.35,47.59,4.76,10.0,226070,1178043.252,铝,3.4,-48.45000000000001
237,002824.SZ,和胜股份,6,20170214,53.0,57.59,52.5,57.58,52.35,5.23,9.99,133897,765718.932,铝,-7.68,-56.13000000000001
238,002839.SZ,张家港行,6,20170217,17.82,17.82,17.82,17.82,16.2,1.62,10.0,91917,163797.163,银行,1.82,-54.31000000000001
239,002323.SZ,*ST雅博,2,20170220,19.79,19.79,18.3,19.79,17.99,1.8,10.01,654290,1263030.38,建筑工程,-5.15,-59.46000000000001
240,603839.SH,安正时尚,4,20170223,44.95,47.09,43.81,47.09,42.81,4.28,10.0,237784,1094626.0520000001,服饰,-20.8,-80.26
241,002352.SZ,顺丰控股,3,20170227,60.43,60.73,57.69,60.73,55.21,5.52,10.0,212613,1273546.095,仓储物流,5.99,-74.27000000000001
242,002352.SZ,顺丰控股,4,20170228,66.0,66.8,64.55,66.8,60.73,6.07,10.0,126314,836354.228,仓储物流,,
243,600319.SH,ST亚星,3,20170301,13.3,13.81,12.88,13.81,12.55,1.26,10.04,345527,463528.289,化工原料,-8.8,-83.07000000000001
244,300374.SZ,中铁装配,2,20170309,22.08,23.8,22.0,23.8,21.64,2.16,9.98,119114,272217.925,其他建材,-5.93,-89.0
245,603881.SH,数据港,2,20170310,58.27,58.27,58.27,58.27,52.97,5.3,10.01,17394,101356.295,电信运营,16.91,-72.09
246,603881.SH,数据港,3,20170313,61.18,64.1,60.47,64.1,58.27,5.83,10.01,99366,622914.407,电信运营,,
247,603881.SH,数据港,4,20170314,70.49,70.51,68.61,70.51,64.1,6.41,10.0,43048,302927.37100000004,电信运营,-0.11,-72.2
248,601212.SH,白银有色,3,20170315,12.37,12.93,12.15,12.93,11.75,1.18,10.04,2254727,2839179.2260000003,铜,8.98,-63.22
249,601212.SH,白银有色,4,20170316,13.67,14.22,13.53,14.22,12.93,1.29,9.98,1240229,1738548.419,铜,,
250,002823.SZ,凯中精密,3,20170322,57.0,62.54,56.51,62.54,56.85,5.69,10.01,183221,1109152.886,机械基件,-7.02,-70.24
251,002302.SZ,西部建设,3,20170324,15.68,16.42,15.4,16.42,14.93,1.49,9.98,690406,1112233.425,水泥,4.78,-65.46
252,002302.SZ,西部建设,4,20170327,17.1,18.06,16.96,18.05,16.42,1.63,9.93,1302991,2289718.861,水泥,18.24,-47.22
253,603227.SH,雪峰科技,2,20170329,10.98,10.98,10.98,10.98,9.98,1.0,10.02,141016,154836.501,化工原料,-10.39,-57.61
254,601200.SH,上海环境,3,20170405,29.29,32.22,26.66,32.22,29.29,2.93,10.0,394627,1239233.061,环境保护,17.13,-40.480000000000004
255,601200.SH,上海环境,4,20170406,34.5,35.44,33.01,35.44,32.22,3.22,9.99,180275,626577.879,环境保护,,
256,601200.SH,上海环境,5,20170407,38.98,38.98,38.98,38.98,35.44,3.54,9.99,26428,103017.241,环境保护,-24.23,-64.71000000000001
257,000605.SZ,渤海股份,6,20170412,36.1,36.1,34.72,36.1,32.82,3.28,9.99,231996,837046.338,水务,-12.1,-76.81
258,600008.SH,首创股份,6,20170413,7.6,8.33,7.58,8.33,7.57,0.76,10.04,9810780,7836580.835,环境保护,-10.55,-87.36
259,600533.SH,栖霞建设,2,20170414,6.56,6.56,6.56,6.56,5.96,0.6,10.07,182921,119996.30699999999,区域地产,9.85,-77.51
260,300629.SZ,新劲刚,3,20170419,54.78,54.78,54.78,54.78,49.8,4.98,10.0,4825,26434.197999999997,元器件,-9.45,-86.96000000000001
261,000856.SZ,冀东装备,3,20170426,29.57,31.14,29.57,31.14,28.31,2.83,10.0,759762,2324497.501,机械基件,19.69,-67.27000000000001
262,002836.SZ,新宏泽,3,20170428,31.69,33.56,30.55,33.56,30.51,3.05,10.0,166489,541654.02,广告包装,10.17,-57.10000000000001
263,002158.SZ,汉钟精机,3,20170502,17.22,17.7,17.22,17.7,16.09,1.61,10.01,497146,877232.166,工程机械,-3.04,-60.14000000000001
264,002158.SZ,汉钟精机,4,20170503,19.27,19.47,18.66,19.46,17.7,1.76,9.94,948399,1828371.0990000002,工程机械,-5.49,-65.63000000000001
265,300419.SZ,浩丰科技,3,20170504,14.78,15.64,14.11,15.64,14.22,1.42,9.99,571243,848863.411,软件服务,-7.91,-73.54
266,600908.SH,无锡银行,3,20170505,19.9,21.68,18.62,21.67,19.71,1.96,9.94,452442,954242.554,银行,-8.17,-81.71000000000001
267,601003.SH,柳钢股份,2,20170508,5.22,5.52,5.07,5.52,5.02,0.5,9.96,1870703,1016330.6390000001,普钢,-8.23,-89.94000000000001
268,002865.SZ,钧达股份,2,20170509,27.5,30.72,26.95,30.72,27.93,2.79,9.99,127913,380521.21200000006,汽车配件,16.04,-73.9
269,002865.SZ,钧达股份,3,20170510,32.0,33.79,32.0,33.79,30.72,3.07,9.99,133295,444013.05799999996,汽车配件,16.04,-57.86000000000001
270,002865.SZ,钧达股份,4,20170511,32.0,37.17,31.5,37.17,33.79,3.38,10.0,187436,642001.343,汽车配件,-7.34,-65.2
271,002350.SZ,北京科锐,4,20170519,27.23,27.23,27.23,27.23,24.75,2.48,10.02,55156,150190.93099999998,电气设备,-5.16,-70.36
272,603896.SH,寿仙谷,3,20170525,37.0,38.79,35.95,38.79,35.26,3.53,10.01,188177,708442.348,中成药,5.69,-64.67
273,603896.SH,寿仙谷,4,20170526,42.28,42.67,41.58,42.67,38.79,3.88,10.0,73826,313592.11699999997,中成药,,
274,002809.SZ,红墙股份,3,20170605,41.1,41.11,39.24,41.11,37.37,3.74,10.01,72492,295534.332,化工原料,19.85,-44.82
275,000638.SZ,万方发展,3,20170606,13.55,14.14,12.95,14.14,12.85,1.29,10.04,540812,744506.9920000001,软件服务,8.44,-36.38
276,000638.SZ,万方发展,4,20170607,14.58,15.55,14.14,15.55,14.14,1.41,9.97,458638,681204.483,软件服务,-5.73,-42.11
277,002837.SZ,英维克,4,20170608,32.79,32.79,32.4,32.79,29.81,2.98,10.0,171612,562688.439,专用机械,-11.32,-53.43
278,000025.SZ,特力A,3,20170612,42.5,45.33,42.2,45.33,41.21,4.12,10.0,132271,590335.572,汽车服务,-5.17,-58.6
279,002695.SZ,煌上煌,2,20170613,19.48,20.66,18.7,20.66,18.78,1.88,10.01,335309,664562.5210000001,食品,5.19,-53.410000000000004
280,002695.SZ,煌上煌,3,20170614,21.69,22.73,21.15,22.73,20.66,2.07,10.02,315118,697751.109,食品,-5.69,-59.1
281,300153.SZ,科泰电源,3,20170615,14.48,15.07,14.37,15.07,13.7,1.37,10.0,307662,452674.62100000004,电气设备,-2.13,-61.230000000000004
282,002822.SZ,中装建设,2,20170616,15.07,15.21,14.77,15.21,13.83,1.38,9.98,309463,468464.396,装修装饰,0.78,-60.45
283,002591.SZ,恒大高新,2,20170619,16.3,17.02,16.21,17.02,15.47,1.55,10.02,216052,357962.99700000003,化工原料,-5.87,-66.32000000000001
284,603197.SH,保隆科技,2,20170621,48.5,51.52,48.16,51.52,46.84,4.68,9.99,108254,539438.955,汽车配件,-0.34,-66.66000000000001
285,603326.SH,我乐家居,2,20170630,25.0,27.97,25.0,27.97,25.43,2.54,9.99,200694,549356.935,家居用品,-3.37,-70.03000000000002
286,300633.SZ,开立医疗,2,20170704,21.78,22.53,21.5,22.53,20.48,2.05,10.01,184183,406694.348,医疗保健,21.3,-48.73000000000002
287,300633.SZ,开立医疗,3,20170705,22.5,24.78,22.44,24.78,22.53,2.25,9.99,140194,329535.69,医疗保健,4.82,-43.91000000000002
288,300633.SZ,开立医疗,4,20170706,25.97,27.26,25.39,27.26,24.78,2.48,10.01,170090,447229.703,医疗保健,-5.64,-49.55000000000002
289,300224.SZ,正海磁材,2,20170710,11.75,12.27,11.72,12.27,11.15,1.12,10.04,509107,616282.659,元器件,-10.34,-59.890000000000015
290,002802.SZ,洪汇新材,3,20170718,38.2,41.79,37.99,41.79,37.99,3.8,10.0,95640,382478.89,化工原料,-3.51,-63.40000000000001
291,002225.SZ,濮耐股份,2,20170724,6.49,6.49,6.4,6.49,5.9,0.59,10.0,344769,223709.915,其他建材,-3.24,-66.64000000000001
292,603305.SH,旭升股份,2,20170725,45.98,46.23,44.36,46.23,42.03,4.2,9.99,196658,895843.6440000001,汽车配件,-6.76,-73.40000000000002
293,600712.SH,南宁百货,2,20170726,7.92,8.64,7.69,8.64,7.85,0.79,10.06,212488,177777.693,百货,-2.6,-76.00000000000001
294,002457.SZ,青龙管业,3,20170803,14.64,15.65,14.53,15.65,14.23,1.42,9.98,853700,1306799.925,塑料,-5.09,-81.09000000000002
295,600569.SH,安阳钢铁,2,20170804,3.95,4.02,3.88,4.02,3.65,0.37,10.14,1088421,435818.54,普钢,,
296,600569.SH,安阳钢铁,3,20170807,4.42,4.42,4.15,4.42,4.02,0.4,9.95,3366628,1467788.076,普钢,-8.43,-89.52000000000001
297,300500.SZ,启迪设计,2,20170808,34.08,34.08,32.95,34.07,30.98,3.09,9.97,103395,349509.904,建筑工程,-8.33,-97.85000000000001
298,300377.SZ,赢时胜,2,20170809,14.1,15.69,14.02,15.68,14.26,1.42,9.96,1122204,1658234.263,软件服务,-3.35,-101.2
299,002580.SZ,圣阳股份,2,20170810,8.67,8.95,8.57,8.95,8.14,0.81,9.95,802472,706579.905,电气设备,3.36,-97.84
300,002743.SZ,富煌钢构,2,20170811,13.0,13.63,13.0,13.63,12.39,1.24,10.01,278285,374842.833,钢加工,5.88,-91.96000000000001
301,002743.SZ,富煌钢构,3,20170814,14.6,14.99,14.41,14.99,13.63,1.36,9.98,338678,502250.32899999997,钢加工,-0.58,-92.54
302,300678.SZ,中科信息,3,20170816,33.03,36.33,32.16,36.33,33.03,3.3,9.99,117547,402720.042,软件服务,16.91,-75.63000000000001
303,300678.SZ,中科信息,4,20170817,36.33,39.96,36.0,39.96,36.33,3.63,9.99,69581,264768.917,软件服务,63.85,-11.780000000000008
304,600876.SH,洛阳玻璃,3,20170821,24.22,24.22,23.91,24.22,22.02,2.2,9.99,77090,186664.90300000002,玻璃,-4.88,-16.660000000000007
305,603602.SH,纵横通信,3,20170822,46.87,46.87,46.87,46.87,42.61,4.26,10.0,3884,18204.495,通信设备,44.65,27.98999999999999
306,603602.SH,纵横通信,4,20170823,49.6,51.56,48.12,51.56,46.87,4.69,10.01,86257,430819.79,通信设备,,
307,603602.SH,纵横通信,5,20170824,56.72,56.72,56.0,56.72,51.56,5.16,10.01,60509,342869.609,通信设备,,
308,603602.SH,纵横通信,6,20170825,62.39,62.39,62.39,62.39,56.72,5.67,10.0,6623,41326.949,通信设备,,
309,603602.SH,纵横通信,7,20170828,68.63,68.63,68.63,68.63,62.39,6.24,10.0,918,6300.234,通信设备,-15.97,12.01999999999999
310,603042.SH,华脉科技,3,20170829,33.7,33.72,32.24,33.72,30.65,3.07,10.02,222478,742978.1340000001,通信设备,7.94,19.95999999999999
311,603042.SH,华脉科技,4,20170830,33.0,37.09,32.8,37.09,33.72,3.37,9.99,240167,859021.9959999999,通信设备,-2.09,17.86999999999999
312,300618.SZ,寒锐钴业,4,20170831,142.0,153.44,140.5,153.44,139.49,13.95,10.0,50206,738326.5759999999,小金属,10.54,28.40999999999999
313,300678.SZ,中科信息,5,20170901,69.58,69.58,69.58,69.58,63.25,6.33,10.01,6425,44709.394,软件服务,21.27,49.67999999999999
314,300672.SZ,国科微,3,20170907,48.13,48.13,48.13,48.13,43.75,4.38,10.01,8679,41774.096,半导体,-2.2,47.47999999999999
315,300692.SZ,中环环保,2,20170912,56.5,58.08,55.0,58.08,52.8,5.28,10.0,114306,656591.504,环境保护,9.66,57.139999999999986
316,000935.SZ,四川双马,2,20170913,26.9,27.91,26.63,27.91,25.37,2.54,10.01,137480,377844.275,水泥,,
317,002109.SZ,兴化股份,2,20170914,9.53,9.64,9.39,9.64,8.76,0.88,10.05,479307,459883.222,化工原料,1.49,58.62999999999999
318,000736.SZ,中交地产,2,20170915,15.89,16.97,15.8,16.97,15.43,1.54,9.98,107859,179293.178,全国地产,-6.87,51.75999999999999
319,600251.SH,冠农股份,2,20170918,10.4,10.4,10.05,10.4,9.45,0.95,10.05,961577,997320.3940000001,农业综合,5.61,57.36999999999999
320,603527.SH,众源新材,3,20170920,43.5,45.06,42.8,45.06,40.96,4.1,10.01,106515,472647.48299999995,铜,,
321,603559.SH,中通国脉,3,20170921,28.0,28.86,26.8,28.86,26.24,2.62,9.98,195829,544776.591,通信设备,18.6,75.97
322,603559.SH,中通国脉,4,20170922,28.15,31.75,28.01,31.75,28.86,2.89,10.01,157406,472790.43299999996,通信设备,-1.41,74.56
323,603559.SH,中通国脉,5,20170925,33.75,34.93,32.93,34.93,31.75,3.18,10.02,184833,636258.412,通信设备,4.2,78.76
324,300581.SZ,晨曦航空,2,20170926,44.0,48.42,43.34,48.42,44.02,4.4,10.0,92488,425513.408,航空,-8.38,70.38000000000001
325,300585.SZ,奥联电子,3,20171010,23.2,24.3,22.83,24.3,22.09,2.21,10.0,84598,199439.775,汽车配件,3.01,73.39000000000001
326,300585.SZ,奥联电子,4,20171011,25.68,26.73,24.72,26.73,24.3,2.43,10.0,255824,662102.4739999999,汽车配件,0.92,74.31000000000002
327,300585.SZ,奥联电子,5,20171012,26.2,29.4,26.19,29.4,26.73,2.67,9.99,236713,663093.936,汽车配件,-4.65,69.66000000000001
328,603813.SH,原尚股份,4,20171013,51.0,55.58,49.0,55.58,50.53,5.05,9.99,145834,771106.531,仓储物流,-6.68,62.98000000000001
329,002264.SZ,新华都,4,20171016,15.0,15.81,14.81,15.81,14.37,1.44,10.02,448876,699895.3709999999,超市连锁,-1.37,61.610000000000014
330,300701.SZ,森霸传感,2,20171017,54.9,59.65,54.54,59.65,54.23,5.42,9.99,82857,474628.44,元器件,-18.82,42.79000000000001
331,300277.SZ,海联讯,3,20171019,12.89,13.17,12.77,13.17,11.97,1.2,10.03,259867,340888.595,软件服务,15.92,58.710000000000015
332,603648.SH,畅联股份,3,20171023,30.45,30.45,30.45,30.45,27.68,2.77,10.01,9445,28762.826,仓储物流,,
333,002401.SZ,中远海科,3,20171024,16.73,17.01,16.54,17.01,15.46,1.55,10.03,452949,767602.9190000001,软件服务,-5.4,53.31000000000002
334,603896.SH,寿仙谷,2,20171025,54.68,59.05,53.77,59.05,53.68,5.37,10.0,80809,461479.211,中成药,-8.62,44.69000000000002
335,002846.SZ,英联股份,2,20171026,36.88,39.77,36.35,39.77,36.15,3.62,10.01,150157,574053.805,广告包装,-9.92,34.77000000000002
336,300665.SZ,飞鹿股份,2,20171027,40.1,42.11,40.1,42.1,38.28,3.82,9.98,146779,609813.873,染料涂料,-8.42,26.350000000000016
337,603829.SH,洛凯股份,2,20171031,23.5,27.03,23.06,27.03,24.57,2.46,10.01,133684,342354.485,电气设备,-14.03,12.320000000000016
338,600517.SH,国网英大,2,20171102,7.39,8.0,7.21,8.0,7.27,0.73,10.04,777092,584352.3620000001,电气设备,-1.18,11.140000000000017
339,300706.SZ,阿石创,3,20171107,100.3,105.0,98.7,105.0,95.45,9.55,10.01,99954,1029495.182,元器件,5.07,16.210000000000015
340,603938.SH,三孚股份,2,20171109,34.5,38.68,34.18,38.68,35.16,3.52,10.01,158162,572851.433,化工原料,-3.75,12.460000000000015
341,603937.SH,丽岛新材,2,20171114,27.61,29.6,27.55,29.6,26.91,2.69,10.0,325761,944701.579,铝,16.55,29.010000000000016
